insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
MH507891	USA	Bakersfield,California		USA	California	Bakersfield	USA	Bakersfield	California
KX547351	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
MH507897	USA	Arvin,California		USA	California	Arvin	USA	Arvin	California
GQ502372	USA	zip code 92832		USA		zip code 92832	USA	zip code 92832	
KX547304	USA	Ulster Co., NY		USA	New York	Ulster Co.	USA	Ulster Co.	NY
KX547591	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
HM488115	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488173	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488174	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488175	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488176	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488185	USA	Illinois		USA	Illinois		USA	Illinois	
HM488116	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488186	USA	Illinois		USA	Illinois		USA	Illinois	
HM488209	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488210	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488211	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488212	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488213	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488214	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488187	USA	Illinois		USA	Illinois		USA	Illinois	
HM488117	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488118	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488119	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488198	USA	Illinois		USA	Illinois		USA	Illinois	
HM488197	USA	Illinois		USA	Illinois		USA	Illinois	
HM488196	USA	Illinois		USA	Illinois		USA	Illinois	
HM488195	USA	Illinois		USA	Illinois		USA	Illinois	
HM488194	USA	Illinois		USA	Illinois		USA	Illinois	
HM488193	USA	Illinois		USA	Illinois		USA	Illinois	
HM488192	USA	Illinois		USA	Illinois		USA	Illinois	
HM488154	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488153	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488152	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488151	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488150	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488149	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488121	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488120	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488215	USA	Connecticut		USA	Connecticut		USA	Connecticut	
OQ721155	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
KX547487	USA	New York Co., NY		USA	New York	New York Co.	USA	New York Co.	NY
KX547308	USA	Bronx Co., NY		USA	New York	Bronx Co.	USA	Bronx Co.	NY
KX547597	USA	Richmond Co., NY		USA	New York	Richmond Co.	USA	Richmond Co.	NY
KX547408	USA	Erie Co., NY		USA	New York	Erie Co.	USA	Erie Co.	NY
KM215573	USA			USA			USA		
GQ502365	USA	zip code 90803		USA		zip code 90803	USA	zip code 90803	
KX547501	USA	Queens Co., NY		USA	New York	Queens Co.	USA	Queens Co.	NY
GQ502384	USA	zip code 67070		USA		zip code 67070	USA	zip code 67070	
KX547590	USA	Queens Co., NY		USA	New York	Queens Co.	USA	Queens Co.	NY
OQ721319	USA	Kern, California		USA	California	Kern	USA	Kern	California
OQ721539	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
HM488217	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488218	USA	Connecticut		USA	Connecticut		USA	Connecticut	
KX547282	USA	Orleans Co., NY		USA	New York	Orleans Co.	USA	Orleans Co.	NY
KX547275	USA	Jefferson Co., NY		USA	New York	Jefferson Co.	USA	Jefferson Co.	NY
MH507756	USA	Montebello,California		USA	California	Montebello	USA	Montebello	California
MH507755	USA	Lakewood,California		USA	California	Lakewood	USA	Lakewood	California
DQ823125	USA	Chautauqua Co., NY		USA	New York	Chautauqua Co.	USA	Chautauqua Co.	NY
KM215596	USA			USA			USA		
DQ823129	USA	Ulster Co., NY		USA	New York	Ulster Co.	USA	Ulster Co.	NY
HM488216	USA	Connecticut		USA	Connecticut		USA	Connecticut	
KX547621	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
KX547534	USA	Erie Co., NY		USA	New York	Erie Co.	USA	Erie Co.	NY
DQ823128	USA	Queens Co., NY		USA	New York	Queens Co.	USA	Queens Co.	NY
KX547379	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KX547202	USA	Niagara Co., NY		USA	New York	Niagara Co.	USA	Niagara Co.	NY
DQ874469	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
MH507904	USA	Bakersfield,California		USA	California	Bakersfield	USA	Bakersfield	California
KX547277	USA	Orange Co., NY		USA	New York	Orange Co.	USA	Orange Co.	NY
MH507903	USA	Bakersfield,California		USA	California	Bakersfield	USA	Bakersfield	California
DQ823126	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
KX547493	USA	Orange Co., NY		USA	New York	Orange Co.	USA	Orange Co.	NY
DQ823127	USA	Oswego Co., NY		USA	New York	Oswego Co.	USA	Oswego Co.	NY
OQ721119	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
DQ874468	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
GQ502366	USA	zip code 90249		USA		zip code 90249	USA	zip code 90249	
KX547249	USA	Queens Co., NY		USA	New York	Queens Co.	USA	Queens Co.	NY
KM215595	USA			USA			USA		
GQ502375	USA	zip code 92374		USA		zip code 92374	USA	zip code 92374	
DQ823119	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KJ501421	USA			USA			USA		
KJ501420	USA			USA			USA		
KJ501419	USA			USA			USA		
KJ501413	USA			USA			USA		
KJ501402	USA			USA			USA		
KJ501398	USA			USA			USA		
KJ501422	USA			USA			USA		
KJ501385	USA			USA			USA		
KJ501191	USA			USA			USA		
KJ501156	USA			USA			USA		
KJ501152	USA			USA			USA		
KJ501151	USA			USA			USA		
KJ501131	USA			USA			USA		
KJ501129	USA			USA			USA		
KJ501202	USA			USA			USA		
KJ501423	USA			USA			USA		
KJ501520	USA			USA			USA		
KJ501522	USA			USA			USA		
DQ823111	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
KX547296	USA	Columbia Co., NY		USA	New York	Columbia Co.	USA	Columbia Co.	NY
DQ823130	USA	Columbia Co., NY		USA	New York	Columbia Co.	USA	Columbia Co.	NY
HM488220	USA	Connecticut		USA	Connecticut		USA	Connecticut	
MH170270	USA	GA, Henry County		USA	Georgia	Henry County	USA	GA	Henry County
MH170265	USA	GA, Chattron County		USA	Georgia	Chattron County	USA	GA	Chattron County
MH170248	USA	CO, Wellington, Larimer County		USA	Colorado	Wellington, Larimer County	USA	CO	Wellington, Larimer County
MH170246	USA	CO, Weld County		USA	Colorado	Weld County	USA	CO	Weld County
MH170233	USA	CO, Loveland, LarimerCounty		USA	Colorado	Loveland, LarimerCounty	USA	CO	Loveland, LarimerCounty
MH170227	USA	CO, Larimer County		USA	Colorado	Larimer County	USA	CO	Larimer County
MH166919	USA	VA, Norfolk County		USA	Virginia	Norfolk County	USA	VA	Norfolk County
MH166917	USA	VA, Norfolk County		USA	Virginia	Norfolk County	USA	VA	Norfolk County
MH166913	USA	VA, Norfolk County		USA	Virginia	Norfolk County	USA	VA	Norfolk County
MH166884	USA	VA, Norfolk County		USA	Virginia	Norfolk County	USA	VA	Norfolk County
KJ501525	USA			USA			USA		
KJ501128	USA			USA			USA		
KJ501125	USA			USA			USA		
KJ501123	USA			USA			USA		
KJ145801	USA			USA			USA		
HM488191	USA	Illinois		USA	Illinois		USA	Illinois	
HM488190	USA	Illinois		USA	Illinois		USA	Illinois	
HM488189	USA	Illinois		USA	Illinois		USA	Illinois	
HM488188	USA	Illinois		USA	Illinois		USA	Illinois	
HM488148	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488147	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488146	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488145	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488144	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488143	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488142	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488221	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488222	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488223	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM488224	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HM538582	USA	Illinois		USA	Illinois		USA	Illinois	
DQ823112	USA	Cattaraugus Co., NY		USA	New York	Cattaraugus Co.	USA	Cattaraugus Co.	NY
HM538583	USA	Illinois		USA	Illinois		USA	Illinois	
HM756672	USA	New York		USA	New York		USA	New York	
KC928260	USA	Texas		USA	Texas		USA	Texas	
JN367277	USA	New York		USA	New York		USA	New York	
JF899528	USA	New York		USA	New York		USA	New York	
JF488094	USA	New York		USA	New York		USA	New York	
JF488092	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488091	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488090	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488089	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488088	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488087	USA	Connecticut		USA	Connecticut		USA	Connecticut	
JF488086	USA	Connecticut		USA	Connecticut		USA	Connecticut	
HQ671739	USA	New York		USA	New York		USA	New York	
HQ671738	USA	New York		USA	New York		USA	New York	
HM756674	USA	New York		USA	New York		USA	New York	
HM756673	USA	New York		USA	New York		USA	New York	
HM756671	USA	New York		USA	New York		USA	New York	
DQ912021	USA	Miami FL		USA	Florida	Miami	USA	Miami FL	
KX547312	USA	Niagara Co., NY		USA	New York	Niagara Co.	USA	Niagara Co.	NY
KX547533	USA	Cattaraugus Co., NY		USA	New York	Cattaraugus Co.	USA	Cattaraugus Co.	NY
OQ721410	USA	Beltrami, Minnesota		USA	Minnesota	Beltrami	USA	Beltrami	Minnesota
KX547577	USA	Herkimer Co., NY		USA	New York	Herkimer Co.	USA	Herkimer Co.	NY
KX547499	USA	Herkimer Co., NY		USA	New York	Herkimer Co.	USA	Herkimer Co.	NY
KM215575	USA			USA			USA		
KM215567	USA			USA			USA		
DQ823117	USA	Herkimer Co., NY		USA	New York	Herkimer Co.	USA	Herkimer Co.	NY
OQ721553	USA	Renville, Minnesota		USA	Minnesota	Renville	USA	Renville	Minnesota
DQ823114	USA	New York Co., NY		USA	New York	New York Co.	USA	New York Co.	NY
OQ721364	USA	Sherburne, Minnesota		USA	Minnesota	Sherburne	USA	Sherburne	Minnesota
KM215571	USA			USA			USA		
KX547605	USA	Lewis Co., NY		USA	New York	Lewis Co.	USA	Lewis Co.	NY
OQ721382	USA	Dakota, Minnesota		USA	Minnesota	Dakota	USA	Dakota	Minnesota
OQ721619	USA	Ramsey, Minnesota		USA	Minnesota	Ramsey	USA	Ramsey	Minnesota
OQ721528	USA	Los Angeles, California		USA	California	Los Angeles	USA	Los Angeles	California
OQ721791	USA	Ramsey, Minnesota		USA	Minnesota	Ramsey	USA	Ramsey	Minnesota
OQ721609	USA	Hennepin, Minnesota		USA	Minnesota	Hennepin	USA	Hennepin	Minnesota
KM215574	USA			USA			USA		
OQ721257	USA	Anoka, Minnesota		USA	Minnesota	Anoka	USA	Anoka	Minnesota
GQ507473	USA			USA			USA		
DQ823118	USA	Niagara Co., NY		USA	New York	Niagara Co.	USA	Niagara Co.	NY
OQ721830	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721694	USA	Butte, California		USA	California	Butte	USA	Butte	California
OQ721630	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721606	USA	Dakota, Minnesota		USA	Minnesota	Dakota	USA	Dakota	Minnesota
KM215597	USA			USA			USA		
OQ721563	USA	Stearns, Minnesota		USA	Minnesota	Stearns	USA	Stearns	Minnesota
GQ502374	USA	zip code 92313		USA		zip code 92313	USA	zip code 92313	
DQ823115	USA	Chautauqua Co., NY		USA	New York	Chautauqua Co.	USA	Chautauqua Co.	NY
KC883718	USA			USA			USA		
OQ721581	USA	Mower, Minnesota		USA	Minnesota	Mower	USA	Mower	Minnesota
OQ721577	USA	Crow Wing, Minnesota		USA	Minnesota	Crow Wing	USA	Crow Wing	Minnesota
KX547423	USA	Richmond Co., NY		USA	New York	Richmond Co.	USA	Richmond Co.	NY
GQ502373	USA	zip code 91762		USA		zip code 91762	USA	zip code 91762	
OQ721720	USA	St. Louis, Minnesota		USA	Minnesota	St. Louis	USA	St. Louis	Minnesota
OQ721487	USA	Scott, Minnesota		USA	Minnesota	Scott	USA	Scott	Minnesota
OQ721300	USA	St. Louis, Minnesota		USA	Minnesota	St. Louis	USA	St. Louis	Minnesota
OQ721453	USA	Anoka, Minnesota		USA	Minnesota	Anoka	USA	Anoka	Minnesota
KX547427	USA	Chautauqua Co., NY		USA	New York	Chautauqua Co.	USA	Chautauqua Co.	NY
KX547346	USA	Albany Co., NY		USA	New York	Albany Co.	USA	Albany Co.	NY
DQ823116	USA	Albany Co., NY		USA	New York	Albany Co.	USA	Albany Co.	NY
KC883719	USA			USA			USA		
DQ874460	USA	Illinois, Vermilion		USA	Illinois	Vermilion	USA	Illinois	Vermilion County
DQ874459	USA	Illinois, Mclean		USA	Illinois	Mclean	USA	Illinois	McLean County IL
KX547542	USA	Erie Co., NY		USA	New York	Erie Co.	USA	Erie Co.	NY
KX547446	USA	Wyoming Co., NY		USA	New York	Wyoming Co.	USA	Wyoming Co.	NY
KX547583	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KX547281	USA	Cortland Co., NY		USA	New York	Cortland Co.	USA	Cortland Co.	NY
DQ823113	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KX547536	USA	Chautauqua Co., NY		USA	New York	Chautauqua Co.	USA	Chautauqua Co.	NY
KX547253	USA	St. Lawrence Co., NY		USA	New York	St. Lawrence Co.	USA	St. Lawrence Co.	NY
OQ721274	USA	San Bernardino, California		USA	California	San Bernardino	USA	San Bernardino	California
OQ721425	USA	Los Angeles, California		USA	California	Los Angeles	USA	Los Angeles	California
OQ721383	USA	Anoka, Minnesota		USA	Minnesota	Anoka	USA	Anoka	Minnesota
KX547403	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
OQ721481	USA	Hennepin, Minnesota		USA	Minnesota	Hennepin	USA	Hennepin	Minnesota
OQ721163	USA	Fillmore, Minnesota		USA	Minnesota	Fillmore	USA	Fillmore	Minnesota
DQ874462	USA	Illinois, Will		USA	Illinois	Will	USA	Illinois	Will County IL
OQ721620	USA	Dakota, Minnesota		USA	Minnesota	Dakota	USA	Dakota	Minnesota
OQ721387	USA	Ramsey, Minnesota		USA	Minnesota	Ramsey	USA	Ramsey	Minnesota
OQ721848	USA	Hennepin, Minnesota		USA	Minnesota	Hennepin	USA	Hennepin	Minnesota
OQ721293	USA	Dakota, Minnesota		USA	Minnesota	Dakota	USA	Dakota	Minnesota
JF703161	USA			USA			USA		
OQ721853	USA	Waseca, Minnesota		USA	Minnesota	Waseca	USA	Waseca	Minnesota
OQ721235	USA	Steele, Minnesota		USA	Minnesota	Steele	USA	Steele	Minnesota
KC883717	USA			USA			USA		
OQ721449	USA	Olmsted, Minnesota		USA	Minnesota	Olmsted	USA	Olmsted	Minnesota
OQ721438	USA	Olmsted, Minnesota		USA	Minnesota	Olmsted	USA	Olmsted	Minnesota
OQ721353	USA	Olmsted, Minnesota		USA	Minnesota	Olmsted	USA	Olmsted	Minnesota
KX547462	USA	Jefferson Co., NY		USA	New York	Jefferson Co.	USA	Jefferson Co.	NY
OQ721753	USA	Washington, Minnesota		USA	Washington	Minnesota	USA	Washington	Minnesota
OQ721584	USA	Hennepin, Minnesota		USA	Minnesota	Hennepin	USA	Hennepin	Minnesota
DQ874461	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
MH507759	USA	Encino,California		USA	California	Encino	USA	Encino	California
GU386804	USA	Illinois, Cook County		USA	Illinois	Cook County	USA	Illinois	Cook County IL
GU386807	USA	Illinois, Cook County		USA	Illinois	Cook County	USA	Illinois	Cook County IL
DQ431695	USA	Illinois		USA	Illinois		USA	Illinois	
DQ431696	USA	Wisconsin		USA	Wisconsin		USA	Wisconsin	
DQ431697	USA	Florida		USA	Florida		USA	Florida	
KX547518	USA	Columbia Co., NY		USA	New York	Columbia Co.	USA	Columbia Co.	NY
KX547265	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
DQ431698	USA	Florida		USA	Florida		USA	Florida	
DQ431694	USA	Texas		USA	Texas		USA	Texas	
DQ431699	USA	Florida		USA	Florida		USA	Florida	
DQ911844	USA	Dallas TX		USA	Texas	Dallas	USA	Dallas TX	
KX547541	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
KX547368	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
KC883767	USA			USA			USA		
KX547611	USA	Columbia Co., NY		USA	New York	Columbia Co.	USA	Columbia Co.	NY
KX547407	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
DQ911843	USA	Lubbock TX		USA	Texas	Lubbock	USA	Lubbock TX	
DQ431693	USA	Texas		USA	Texas		USA	Texas	
JX015521	USA	El Paso, Texas		USA	Texas	El Paso	USA	El Paso	Texas
KC883773	USA			USA			USA		
KX547319	USA	Rensselaer Co., NY		USA	New York	Rensselaer Co.	USA	Rensselaer Co.	NY
DQ164204	USA	CO		USA	Colorado		USA	CO	
OQ721116	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
MH507998	USA	Wasco,California		USA	California	Wasco	USA	Wasco	California
MH507997	USA	Shafter,California		USA	California	Shafter	USA	Shafter	California
MH507717	USA	Turlock,California		USA	California	Turlock	USA	Turlock	California
KX547517	USA	Ulster Co., NY		USA	New York	Ulster Co.	USA	Ulster Co.	NY
KX547598	USA	Dutchess Co., NY		USA	New York	Dutchess Co.	USA	Dutchess Co.	NY
DQ291155	USA	Iowa		USA	Iowa		USA	Iowa	
KX547585	USA	Albany Co., NY		USA	New York	Albany Co.	USA	Albany Co.	NY
KX547515	USA	Schenectady Co., NY		USA	New York	Schenectady Co.	USA	Schenectady Co.	NY
KX547306	USA	Westchester Co., NY		USA	New York	Westchester Co.	USA	Westchester Co.	NY
KX547172	USA	Greene Co., NY		USA	New York	Greene Co.	USA	Greene Co.	NY
KX547561	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KC883776	USA			USA			USA		
DQ911845	USA	Rapid City, SD		USA	South Dakota	Rapid City	USA	Rapid City	SD
KX547544	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
DQ911846	USA	Amarillo TX		USA	Texas	Amarillo	USA	Amarillo TX	
KX547608	USA	Erie Co., NY		USA	New York	Erie Co.	USA	Erie Co.	NY
KX547348	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
DQ911855	USA	Bismark ND		USA	North Dakota	Bismark	USA	Bismark ND	
OQ721829	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
KX547372	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KY782114	USA	Illinois, West Chicago suburbs		USA	Illinois	West Chicago suburbs	USA	Illinois	West Chicago suburbs
DQ911856	USA	Bismark ND		USA	North Dakota	Bismark	USA	Bismark ND	
DQ911857	USA	Lubbock TX		USA	Texas	Lubbock	USA	Lubbock TX	
DQ911858	USA	Elyria OH		USA	Ohio	Elyria	USA	Elyria OH	
DQ911859	USA	Tyler TX		USA	Texas	Tyler	USA	Tyler TX	
DQ911860	USA	Tyler TX		USA	Texas	Tyler	USA	Tyler TX	
KX547522	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
DQ911861	USA	Tyler TX		USA	Texas	Tyler	USA	Tyler TX	
DQ911862	USA	Rapid City SD		USA	South Dakota	Rapid City	USA	Rapid City SD	
MH507996	USA	Arvin,California		USA	California	Arvin	USA	Arvin	California
DQ911863	USA	Rapid City SD		USA	South Dakota	Rapid City	USA	Rapid City SD	
DQ911854	USA	Bismark ND		USA	North Dakota	Bismark	USA	Bismark ND	
DQ164203	USA	CO		USA	Colorado		USA	CO	
DQ911852	USA	Albuquerque NM		USA	New Mexico	Albuquerque	USA	Albuquerque NM	
KC883770	USA			USA			USA		
KX547463	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
DQ911847	USA	Amarillo TX		USA	Texas	Amarillo	USA	Amarillo TX	
KC883777	USA			USA			USA		
DQ911848	USA	El Paso TX		USA	Texas	El Paso	USA	El Paso TX	
OQ721533	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721451	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721394	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
DQ911849	USA	Tyler TX		USA	Texas	Tyler	USA	Tyler TX	
KC883769	USA			USA			USA		
DQ911850	USA	Bismark ND		USA	North Dakota	Bismark	USA	Bismark ND	
DQ911851	USA	El Paso TX		USA	Texas	El Paso	USA	El Paso TX	
OQ721468	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
OQ721376	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
KX547430	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
KC883774	USA			USA			USA		
KX547300	USA	Ulster Co., NY		USA	New York	Ulster Co.	USA	Ulster Co.	NY
DQ911864	USA	Bismark ND		USA	North Dakota	Bismark	USA	Bismark ND	
DQ164199	USA	TX		USA	Texas		USA	TX	
KC883772	USA			USA			USA		
KJ145826	USA			USA			USA		
KX547364	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
KC883701	USA			USA			USA		
KX547263	USA	Albany Co., NY		USA	New York	Albany Co.	USA	Albany Co.	NY
KX547320	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
JF957186	USA	AZ		USA	Arizona		USA	AZ	
KJ145827	USA			USA			USA		
JF957185	USA	AZ		USA	Arizona		USA	AZ	
KX547469	USA	Schenectady Co., NY		USA	New York	Schenectady Co.	USA	Schenectady Co.	NY
KX547586	USA	Dutchess Co., NY		USA	New York	Dutchess Co.	USA	Dutchess Co.	NY
KX547230	USA	Niagara Co., NY		USA	New York	Niagara Co.	USA	Niagara Co.	NY
KX547603	USA	Saratoga Co., NY		USA	New York	Saratoga Co.	USA	Saratoga Co.	NY
KX547194	USA	New York Co., NY		USA	New York	New York Co.	USA	New York Co.	NY
KC883698	USA			USA			USA		
KX547402	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
KJ145828	USA			USA			USA		
KJ145829	USA			USA			USA		
KJ145830	USA			USA			USA		
KX547252	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
KJ501442	USA			USA			USA		
KJ501438	USA			USA			USA		
KJ501308	USA			USA			USA		
KJ501262	USA			USA			USA		
KJ501242	USA			USA			USA		
KJ501198	USA			USA			USA		
KJ501196	USA			USA			USA		
KJ501181	USA			USA			USA		
KJ501136	USA			USA			USA		
KJ501135	USA			USA			USA		
KJ501134	USA			USA			USA		
KJ501124	USA			USA			USA		
KJ501120	USA			USA			USA		
KJ501117	USA			USA			USA		
KX547331	USA	Oswego Co., NY		USA	New York	Oswego Co.	USA	Oswego Co.	NY
KX547428	USA	Onondaga Co., NY		USA	New York	Onondaga Co.	USA	Onondaga Co.	NY
KX547459	USA	Wyoming Co., NY		USA	New York	Wyoming Co.	USA	Wyoming Co.	NY
KX547492	USA	Westchester Co., NY		USA	New York	Westchester Co.	USA	Westchester Co.	NY
DQ164188	USA	NY, Westchester		USA	New York	Westchester	USA	NY	Westchester
KX547557	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
DQ164189	USA	NY, Albany		USA	New York	Albany	USA	NY	Albany
DQ164190	USA	NY, Suffolk		USA	New York	Suffolk	USA	NY	Suffolk
KX547464	USA	Weschester Co., NY		USA	New York	Weschester Co.	USA	Weschester Co.	NY
KX547292	USA	Sufolk Co., NY		USA	New York	Sufolk Co.	USA	Sufolk Co.	NY
DQ164191	USA	NY, Chautauqua		USA	New York	Chautauqua	USA	NY	Chautauqua
MH507957	USA	San_Diego,California		USA	California	San_Diego	USA	San_Diego	California
MH507649	USA	Pine_Valley,California		USA	California	Pine_Valley	USA	Pine_Valley	California
DQ164192	USA	NY, Rockland		USA	New York	Rockland	USA	NY	Rockland
KX547434	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
KX547214	USA	Chautauqua Co., NY		USA	New York	Chautauqua Co.	USA	Chautauqua Co.	NY
OQ721266	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
KX547498	USA	Erie Co., NY		USA	New York	Erie Co.	USA	Erie Co.	NY
KX547425	USA	Suffolk Co., NY		USA	New York	Suffolk Co.	USA	Suffolk Co.	NY
KX547406	USA	Nassau Co., NY		USA	New York	Nassau Co.	USA	Nassau Co.	NY
KC883768	USA			USA			USA		
OQ721135	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
MH507952	USA	San_Diego,California		USA	California	San_Diego	USA	San_Diego	California
OQ721346	USA	San Diego, California		USA	California	San Diego	USA	San Diego	California
KX547505	USA	Warren Co., NY		USA	New York	Warren Co.	USA	Warren Co.	NY
KX547314	USA	Broome Co., NY		USA	New York	Broome Co.	USA	Broome Co.	NY
KX547484	USA	Genesee Co., NY		USA	New York	Genesee Co.	USA	Genesee Co.	NY
OQ721395	USA	San Diego, California		USA	California	San Diego	USA	San Diego	California
MH507959	USA	San_Diego,California		USA	California	San_Diego	USA	San_Diego	California
KX547527	USA	Schenectady Co., NY		USA	New York	Schenectady Co.	USA	Schenectady Co.	NY
OQ721379	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721175	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
KX547383	USA	Rockland Co., NY		USA	New York	Rockland Co.	USA	Rockland Co.	NY
OQ721411	USA	San Diego, California		USA	California	San Diego	USA	San Diego	California
MH507958	USA	San_Diego,California		USA	California	San_Diego	USA	San_Diego	California
MH507650	USA	Valley_Center,California		USA	California	Valley_Center	USA	Valley_Center	California
KX547373	USA	Niagara Co., NY		USA	New York	Niagara Co.	USA	Niagara Co.	NY
KX547474	USA	Albany Co., NY		USA	New York	Albany Co.	USA	Albany Co.	NY
KC883697	USA			USA			USA		
MH166893	USA	VA, Norfolk County		USA	Virginia	Norfolk County	USA	VA	Norfolk County
OQ721298	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
