insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
MT778457	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778458	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778164	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778165	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778166	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778167	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797126	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778168	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778535	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778459	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778344	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778400	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778401	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797125	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778399	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778236	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778430	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778428	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778318	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778319	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778320	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778321	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778322	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778414	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778317	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778323	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797225	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778325	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778326	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778327	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778415	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778160	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778324	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778328	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778316	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778413	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778309	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778156	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778157	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797232	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778310	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778410	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778315	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778411	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778312	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778412	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778313	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778158	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778159	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778314	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778311	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778429	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778329	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778330	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778528	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778339	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778420	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778421	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778422	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778529	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778419	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778530	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778423	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778424	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778425	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044558	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MT778426	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778427	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778340	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778416	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778338	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778526	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778331	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778332	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778333	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778334	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778335	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778161	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778527	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778336	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778397	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778417	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778418	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778523	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778524	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778525	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778337	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778593	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778512	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778382	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242788	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242789	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242790	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
HQ613403	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
HQ613402	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KT582109	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321094	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321095	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321096	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321097	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321104	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321105	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321106	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321107	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321108	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321109	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321110	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321111	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321112	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321113	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321114	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321115	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321116	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321117	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321118	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321119	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321120	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321121	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321122	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242787	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242786	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242785	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242784	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778116	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778117	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778118	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778249	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778250	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778251	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778252	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778119	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778253	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778254	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778120	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778121	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778255	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778256	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321123	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778257	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778258	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778259	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778123	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KF113528	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KF113529	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778260	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797247	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797248	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797249	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778261	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778262	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778263	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778124	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778264	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778122	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778115	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321124	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321126	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321196	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321197	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321198	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321199	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321200	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321201	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321202	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321203	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321204	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321083	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321084	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321085	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321086	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778267	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321088	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321089	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321090	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321091	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321092	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321093	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321098	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321099	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321100	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321101	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321102	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321103	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321149	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321150	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321151	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321195	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321188	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321181	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321180	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321127	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321128	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321129	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321130	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321131	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321132	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321133	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321134	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321135	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321136	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321137	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321138	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321139	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321140	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321125	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321141	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321143	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321144	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321145	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321146	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321147	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321148	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321160	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321161	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321168	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321169	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321170	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321171	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321178	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321179	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU321142	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778114	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778248	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778247	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084910	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084907	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084905	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084924	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084931	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425636	Democratic Republic of the Congo	Kikwit		Democratic Republic of the Congo		Kikwit	Democratic Republic of the Congo	Kikwit	
KY425653	Democratic Republic of the Congo	Kikwit		Democratic Republic of the Congo		Kikwit	Democratic Republic of the Congo	Kikwit	
OR084908	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH657012	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH657011	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733477	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733478	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH898466	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733479	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733480	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733481	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733482	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733483	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733484	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733485	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733487	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733486	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733488	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733489	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733490	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH733491	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK007329	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK007330	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163644	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084906	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084925	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084909	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084911	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242801	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425630	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425637	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425639	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425647	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425649	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425652	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KY425656	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH121166	Democratic Republic of the Congo	Mayinga		Democratic Republic of the Congo		Mayinga	Democratic Republic of the Congo	Mayinga	
MH121168	Democratic Republic of the Congo	Mayinga		Democratic Republic of the Congo		Mayinga	Democratic Republic of the Congo	Mayinga	
MK114118	Democratic Republic of the Congo	Mayinga		Democratic Republic of the Congo		Mayinga	Democratic Republic of the Congo	Mayinga	
MT583339	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT583340	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KR063671	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163645	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU978802	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242796	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242799	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH121164	Democratic Republic of the Congo	Kikwit		Democratic Republic of the Congo		Kikwit	Democratic Republic of the Congo	Kikwit	
MH121165	Democratic Republic of the Congo	Kikwit		Democratic Republic of the Congo		Kikwit	Democratic Republic of the Congo	Kikwit	
MH613311	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT583341	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT583342	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KR063672	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KU978803	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK088515	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH481611	Democratic Republic of the Congo	Likati		Democratic Republic of the Congo		Likati	Democratic Republic of the Congo	Likati	
OR084932	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084927	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
OR084926	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KC242791	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163646	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163647	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163648	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK007343	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK007344	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK731986	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK731989	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778515	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK731990	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163661	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK731992	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778516	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163662	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163663	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163664	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK163665	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
