insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
MW797153	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778365	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797151	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797150	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797149	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KR819004	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778468	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797148	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778467	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778182	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778181	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778180	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797147	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778466	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044559	Democratic Republic of the Congo	Watsi		Democratic Republic of the Congo		Watsi	Democratic Republic of the Congo	Watsi	
MT778465	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778363	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778464	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778375	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778461	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778462	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778358	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778359	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778463	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778483	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778360	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778546	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778174	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778175	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797146	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778362	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778374	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778361	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797152	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778183	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778366	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778185	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778186	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778368	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778489	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778549	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797238	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778475	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778187	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778370	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778490	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778491	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778371	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778492	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778550	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778369	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778364	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778474	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778472	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778469	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778265	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778184	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778407	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778408	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778409	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778473	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778470	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778488	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778376	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778471	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778547	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778548	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778367	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778487	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KP271018	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KP271019	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KP271020	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778541	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778542	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778543	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797226	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778350	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778484	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778540	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778544	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797137	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797266	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797267	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778351	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797138	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797139	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778545	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797140	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778539	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797136	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797130	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797131	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797265	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778176	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778177	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778178	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778538	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778179	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778404	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797132	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778537	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797133	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797134	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797135	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797264	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778646	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797268	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778352	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778486	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797144	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044571	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044568	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MH657014	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MH657013	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044562	Democratic Republic of the Congo	Watsi		Democratic Republic of the Congo		Watsi	Democratic Republic of the Congo	Watsi	
MT778354	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797145	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778405	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797272	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778356	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778406	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778357	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778355	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797271	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044563	Democratic Republic of the Congo	Watsi		Democratic Republic of the Congo		Watsi	Democratic Republic of the Congo	Watsi	
MK044566	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044570	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044569	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044565	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044560	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MW797141	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797269	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044564	Democratic Republic of the Congo	Watsi		Democratic Republic of the Congo		Watsi	Democratic Republic of the Congo	Watsi	
MW797270	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778485	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797142	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797233	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797143	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KM517571	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
KM517570	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778353	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797129	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778188	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778190	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778238	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778237	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778235	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778234	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797283	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797163	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797230	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778578	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778577	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778576	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW806651	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797282	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797244	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797281	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797243	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778575	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797162	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797274	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797275	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797276	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797279	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797240	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797241	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778381	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797242	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797278	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778574	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797280	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778200	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797161	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778505	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797277	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778579	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778592	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797179	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778507	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778206	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797165	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778232	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778588	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797286	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778205	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778233	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778590	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778591	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797166	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778207	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778511	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797287	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778589	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797273	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778204	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778202	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797284	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778580	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797237	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778506	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778581	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778582	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778203	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778201	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797164	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778584	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778585	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778586	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797285	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778587	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778583	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797236	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797235	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797234	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778554	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778555	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778192	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778193	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778478	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778556	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778495	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778557	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778497	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778558	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778498	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778559	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778560	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778561	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778496	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778194	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778494	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778379	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778476	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778551	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778647	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797239	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778372	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778373	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778477	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778493	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778553	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778191	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778499	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797154	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778377	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778378	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778552	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778189	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778195	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778508	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778510	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778570	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778571	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778572	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797228	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778573	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778502	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778503	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797229	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797156	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797157	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797158	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797159	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797160	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778504	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778196	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778569	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778567	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778197	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778198	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778509	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778562	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797155	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778199	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778568	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778500	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778564	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778565	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797227	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778566	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778380	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778501	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778563	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797128	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MK044561	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MK044567	Democratic Republic of the Congo	Lokolia		Democratic Republic of the Congo		Lokolia	Democratic Republic of the Congo	Lokolia	
MT778395	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778394	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797257	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797212	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797211	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797210	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797209	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797208	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797207	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778151	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797206	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797205	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778519	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797204	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797256	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797203	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
